Date,Open,High,Low,Close,Volume,Adj Close
2009-10-08,122.52,122.98,121.85,122.29,6501378,122.29
2009-10-07,121.12,122.85,120.94,122.78,5967677,122.78
2009-10-06,120.39,121.59,120.22,121.35,6659151,121.35
2009-10-05,118.9,120.18,118.13,119.75,5673472,119.75
2009-10-02,117.4,119.66,117.26,119.02,7585296,119.02
2009-10-01,119.39,119.61,117.56,117.9,7070015,117.9
2009-09-30,119.18,120.0,117.55,119.61,7733205,119.61
2009-09-29,119.36,119.94,118.6,118.81,6748992,118.81
2009-09-28,120.52,122.0,118.94,119.33,8250073,119.33
2009-09-25,120.27,121.65,120.1,121.08,5187894,121.08
2009-09-24,120.69,121.65,120.4,120.94,5427378,120.94
2009-09-23,121.26,122.74,120.71,120.82,5539926,120.82
2009-09-22,122.09,122.11,120.98,121.61,5564648,121.61
2009-09-21,121.03,122.08,120.88,121.57,4516477,121.57
2009-09-18,122.45,122.88,121.62,122.11,9936586,122.11
2009-09-17,121.14,122.78,121.05,121.88,8394048,121.88
2009-09-16,119.5,122.0,119.3,121.82,11239737,121.82
2009-09-15,118.78,119.45,118.16,119.35,6535919,119.35
2009-09-14,117.0,118.99,116.94,118.88,4760207,118.88
2009-09-11,117.8,119.25,117.47,118.05,5893678,118.05
2009-09-10,116.99,117.83,116.75,117.67,4889568,117.67
2009-09-09,117.03,117.67,116.16,116.76,5248477,116.76
2009-09-08,117.94,118.17,116.63,117.16,5797728,117.16
2009-09-04,116.58,117.5,116.21,117.46,3451667,117.46
2009-09-03,116.55,116.73,115.15,116.33,4937002,116.33
2009-09-02,116.34,117.24,116.0,116.09,5178727,116.09
2009-09-01,117.67,118.93,116.5,116.69,6305084,116.69
2009-08-31,117.1,118.06,116.92,118.05,5440174,118.05
2009-08-28,120.1,120.23,117.77,118.22,6236128,118.22
2009-08-27,118.73,119.59,117.85,119.43,4356903,119.43
2009-08-26,118.64,119.85,117.51,119.47,4516257,119.47
2009-08-25,119.25,120.15,118.71,118.83,4653733,118.83
2009-08-24,119.92,120.88,119.1,119.32,6365021,119.32
2009-08-21,119.65,120.01,118.55,119.9,8307764,119.9
2009-08-20,118.44,119.41,118.1,118.95,4842029,118.95
2009-08-19,116.36,118.77,116.12,118.57,4837844,118.57
2009-08-18,116.81,118.0,116.73,117.63,4286472,117.63
2009-08-17,116.69,117.44,116.21,116.86,5351307,116.86
2009-08-14,119.29,119.74,117.62,118.57,4797051,118.57
2009-08-13,119.28,119.78,118.63,119.58,5489981,119.58
2009-08-12,117.6,119.96,117.42,119.29,6291557,119.29
2009-08-11,118.03,118.5,117.32,117.79,4844435,117.79
2009-08-10,118.17,119.19,117.97,118.7,4041305,118.7
2009-08-07,118.11,119.91,118.11,119.33,5763172,119.33
2009-08-06,118.31,118.4,116.7,117.38,6003237,117.38
2009-08-05,118.52,119.0,117.86,118.47,5026291,118.47
2009-08-04,119.17,119.8,119.02,119.6,4994676,119.6
2009-08-03,118.88,119.96,118.69,119.92,6112018,119.92
2009-07-31,117.56,118.99,117.56,117.93,5329586,117.93
2009-07-30,118.0,119.37,117.67,117.86,6805957,117.86
2009-07-29,116.36,117.28,116.05,117.26,5101397,117.26
2009-07-28,116.63,117.52,116.34,117.28,5783139,117.28
2009-07-27,116.95,117.92,116.57,117.63,5070160,117.63
2009-07-24,116.68,118.15,116.63,117.64,6262750,117.64
2009-07-23,115.06,118.0,115.06,117.06,8464024,117.06
2009-07-22,116.18,117.2,115.09,115.57,8813331,115.57
2009-07-21,115.87,117.04,115.38,117.04,8303777,117.04
2009-07-20,114.53,116.88,114.39,116.44,10683485,116.44
2009-07-17,113.41,115.53,113.16,115.42,20190163,115.42
2009-07-16,106.84,110.97,106.79,110.64,15048197,110.64
2009-07-15,104.75,107.22,104.6,107.22,8707266,107.22
2009-07-14,103.42,103.62,102.52,103.25,5416082,103.25
2009-07-13,101.28,103.65,100.19,103.62,9494417,103.62
2009-07-10,100.97,101.72,99.8,100.83,7470894,100.83
2009-07-09,101.12,102.78,100.85,102.08,6153127,102.08
2009-07-08,100.29,101.17,99.5,100.68,7380719,100.68
2009-07-07,101.34,101.96,100.03,100.19,6685957,100.19
2009-07-06,101.57,102.23,100.47,101.65,6523090,101.65
2009-07-02,103.8,103.91,101.73,101.73,7027779,101.73
2009-07-01,105.0,106.27,104.73,104.84,5537276,104.84
2009-06-30,105.69,106.03,103.81,104.42,7512588,104.42
2009-06-29,105.99,106.18,105.16,105.83,4681817,105.83
2009-06-26,106.5,106.5,105.05,105.68,5128668,105.68
2009-06-25,103.7,106.78,103.51,106.06,6900783,106.06
2009-06-24,105.39,106.48,103.72,104.15,6395356,104.15
2009-06-23,104.75,104.87,103.79,104.44,5154084,104.44
2009-06-22,105.18,105.88,104.23,104.52,7296198,104.52
2009-06-19,106.31,106.65,105.5,105.89,13562225,105.89
2009-06-18,106.93,107.53,106.12,106.33,6207156,106.33
2009-06-17,107.46,107.88,106.88,107.0,7366166,107.0
2009-06-16,108.47,109.14,107.27,107.32,7231444,107.32
2009-06-15,107.63,108.83,107.24,107.62,8567686,107.62
2009-06-12,108.4,109.28,107.75,108.21,7250917,108.21
2009-06-11,108.75,110.64,108.56,109.4,9136089,109.4
2009-06-10,109.2,109.28,107.05,108.35,7578705,108.35
2009-06-09,108.15,109.14,107.99,108.14,8592752,108.14
2009-06-08,106.64,107.98,105.5,107.49,6364301,107.49
2009-06-05,107.33,108.4,106.75,107.24,7665350,107.24
2009-06-04,106.17,106.87,105.6,106.33,5468792,106.33
2009-06-03,106.53,106.6,105.11,106.49,7688214,106.49
2009-06-02,107.51,108.8,106.66,106.83,7046035,106.83
2009-06-01,106.94,108.67,106.67,108.37,7725911,108.37
2009-05-29,104.47,106.5,103.95,106.28,6871876,106.28
2009-05-28,103.34,105.14,102.68,104.69,6127885,104.69
2009-05-27,104.34,105.17,102.91,102.93,7121132,102.93
2009-05-26,101.32,105.63,101.02,105.02,7211942,105.02
2009-05-22,102.67,103.31,101.75,101.89,5596474,101.89
2009-05-21,103.07,103.25,101.74,102.82,7411431,102.82
2009-05-20,105.51,105.98,103.81,104.05,7083138,104.05
2009-05-19,104.33,106.12,104.0,105.51,7079435,105.51
2009-05-18,102.0,104.71,101.94,104.58,7429409,104.58
2009-05-15,100.9,103.07,100.57,101.37,8367739,101.37
2009-05-14,101.72,102.71,100.77,101.05,9445455,101.05
2009-05-13,102.88,103.1,101.35,102.26,8202724,102.26
2009-05-12,102.98,104.38,102.37,103.94,7963605,103.94
2009-05-11,101.09,103.88,100.95,102.9,8253824,102.9
2009-05-08,103.58,103.75,99.83,101.49,11575755,101.49
2009-05-07,104.65,104.8,101.83,102.59,8524436,102.59
2009-05-06,105.23,105.5,103.71,104.62,7535537,104.62
2009-05-05,106.0,106.82,105.51,105.85,6751973,105.85
2009-05-04,105.26,106.75,104.61,106.19,8314968,106.19
2009-05-01,103.78,104.86,102.94,104.61,6237185,104.61
2009-04-30,104.55,106.05,102.85,103.21,10664488,103.21
2009-04-29,101.98,105.0,101.67,104.04,9786690,104.04
2009-04-28,99.36,102.73,99.25,101.94,11111494,101.94
2009-04-27,99.61,101.69,99.29,99.95,8612348,99.95
2009-04-24,101.17,101.58,99.5,100.08,10157513,100.08
2009-04-23,102.65,102.78,99.8,101.42,9440413,101.42
2009-04-22,101.17,103.86,101.06,102.55,12120548,102.55
2009-04-21,98.41,102.48,98.2,102.31,15230878,102.31
2009-04-20,100.29,101.19,99.21,100.43,12588576,100.43
2009-04-17,101.18,102.04,99.69,101.27,10218764,101.27
2009-04-16,99.74,101.92,99.18,101.43,9260106,101.43
2009-04-15,98.23,99.06,96.44,98.85,8164390,98.85
2009-04-14,99.08,99.95,98.27,99.27,6277538,99.27
2009-04-13,100.28,101.65,99.04,99.95,7797542,99.95
2009-04-09,102.01,102.45,100.25,101.7,8014029,101.7
2009-04-08,99.45,101.55,99.0,101.19,7311817,101.19
2009-04-07,100.17,100.5,98.52,98.75,8768491,98.75
2009-04-06,100.9,101.85,100.0,101.56,8821996,101.56
2009-04-03,99.73,102.66,99.71,102.22,10964564,102.22
2009-04-02,99.15,101.99,98.38,100.82,16226813,100.82
2009-04-01,96.13,98.0,95.7,97.61,12212834,97.61
2009-03-31,94.96,98.66,94.85,96.89,14553959,96.89
2009-03-30,92.0,94.74,91.8,94.52,10973033,94.52
2009-03-27,95.99,96.0,92.75,94.15,15746911,94.15
2009-03-26,98.47,99.2,97.75,98.78,11440812,98.78
2009-03-25,98.47,99.86,96.09,97.95,12017509,97.95
2009-03-24,97.69,99.55,97.52,98.3,9347238,98.3
2009-03-23,93.7,98.71,93.7,98.71,12408203,98.71
2009-03-20,93.16,95.0,92.18,92.51,12194884,92.51
2009-03-19,92.84,93.35,91.51,92.66,9899994,92.66
2009-03-18,89.46,92.9,89.41,91.95,17956511,91.95
2009-03-17,91.11,92.91,90.45,92.91,11490142,92.91
2009-03-16,91.65,93.0,90.54,91.22,11796373,91.22
2009-03-13,90.4,90.65,89.29,90.36,9112201,90.36
2009-03-12,88.59,90.6,87.49,90.4,11829250,90.4
2009-03-11,87.51,89.54,86.72,88.62,11824127,88.62
2009-03-10,85.11,87.25,83.64,87.25,15915749,87.25
2009-03-09,84.7,86.8,83.02,83.48,13153048,83.48
2009-03-06,87.47,88.25,83.81,85.81,15187919,85.81
2009-03-05,88.13,90.16,87.02,87.48,14933403,87.48
2009-03-04,88.97,91.24,87.6,89.49,15391882,89.49
2009-03-03,90.16,90.18,87.19,87.77,13745837,87.77
2009-03-02,91.17,91.9,88.75,89.05,15231919,89.05
2009-02-27,88.12,93.28,88.01,92.03,21312536,92.03
2009-02-26,86.85,90.2,86.33,88.97,17424011,88.97
2009-02-25,86.0,87.12,82.85,85.9,12646705,85.9
2009-02-24,84.63,87.08,84.1,86.4,12916040,86.4
2009-02-23,89.3,89.33,84.19,84.37,13509701,84.37
2009-02-20,88.05,89.9,87.34,88.79,12401342,88.79
2009-02-19,91.06,92.16,88.45,88.93,12624634,88.93
2009-02-18,91.17,92.25,90.44,91.51,8492665,91.51
2009-02-17,91.73,92.49,90.5,90.67,8906784,90.67
2009-02-13,94.79,95.18,93.57,93.84,6742532,93.84
2009-02-12,94.41,95.2,92.2,95.07,9918736,95.07
2009-02-11,93.48,95.77,93.0,95.16,10765873,95.16
2009-02-10,95.58,96.82,92.96,93.27,13541935,93.27
2009-02-09,95.93,96.98,94.72,96.82,8165954,96.82
2009-02-06,92.51,97.1,91.65,96.14,13063843,96.14
2009-02-05,92.13,93.2,91.22,92.41,11622861,92.41
2009-02-04,93.74,94.91,91.82,92.83,10191929,92.83
2009-02-03,91.07,93.73,90.16,93.48,8866773,93.48
2009-02-02,90.6,91.86,89.69,90.93,9926980,90.93
2009-01-30,92.23,93.48,91.25,91.65,9617163,91.65
2009-01-29,93.58,94.58,92.02,92.51,9234105,92.51
2009-01-28,92.7,94.94,91.91,94.82,13412453,94.82
2009-01-27,91.77,91.97,90.5,91.66,8721601,91.66
2009-01-26,89.77,92.67,89.52,91.6,9841875,91.6
2009-01-23,88.4,90.7,87.81,89.49,10256388,89.49
2009-01-22,89.83,90.74,88.11,90.07,12351422,90.07
2009-01-21,86.29,91.6,86.0,91.42,24908525,91.42
2009-01-20,84.76,84.92,81.76,81.98,13840227,81.98
2009-01-16,84.61,85.74,83.08,84.92,11245580,84.92
2009-01-15,83.61,84.83,82.26,84.12,11735223,84.12
2009-01-14,84.2,84.82,82.11,83.19,9470642,83.19
2009-01-13,85.5,86.59,84.79,85.34,7657127,85.34
2009-01-12,84.57,86.6,84.42,85.71,8072871,85.71
2009-01-09,87.05,87.5,84.25,84.7,7440555,84.7
2009-01-08,87.81,88.14,85.98,87.18,7231753,87.18
2009-01-07,87.83,88.8,87.12,87.79,8455680,87.79
2009-01-06,87.11,90.41,86.37,89.23,9653234,89.23
2009-01-05,86.42,87.67,86.18,86.82,8316217,86.82
2009-01-02,83.89,87.59,83.89,87.37,7558627,87.37
2008-12-31,83.5,85.0,83.5,84.16,6667617,84.16
2008-12-30,81.83,83.64,81.52,83.55,5774769,83.55
2008-12-29,81.72,81.72,79.68,81.25,6064693,81.25
2008-12-26,80.93,81.8,80.55,81.33,3102677,81.33
2008-12-24,80.55,81.22,79.92,80.52,2419543,80.52
2008-12-23,82.35,82.81,80.13,80.6,6386299,80.6
2008-12-22,83.27,83.45,80.32,81.99,7084949,81.99
2008-12-19,85.22,85.22,82.97,83.52,13099430,83.52
2008-12-18,85.77,86.64,82.96,84.0,8030144,84.0
2008-12-17,85.44,87.27,84.66,85.84,8778569,85.84
2008-12-16,83.11,86.84,82.87,86.4,11574083,86.4
2008-12-15,82.51,83.54,80.0,82.77,8848400,82.77
2008-12-12,78.68,82.94,78.06,82.2,10383397,82.2
2008-12-11,81.5,82.86,79.77,80.58,10687044,80.58
2008-12-10,83.95,84.99,81.83,82.86,8187311,82.86
2008-12-09,83.82,85.43,82.2,82.69,9359474,82.69
2008-12-08,82.57,85.88,81.73,84.86,11178250,84.86
2008-12-05,76.78,81.5,75.31,80.59,11211940,80.59
2008-12-04,80.03,80.83,76.18,77.44,10914611,77.44
2008-12-03,78.62,81.0,76.99,80.67,9757965,80.67
2008-12-02,77.8,80.0,76.14,79.84,9305487,79.84
2008-12-01,80.95,81.36,76.79,76.9,10264956,76.9
2008-11-28,81.0,81.9,80.1,81.6,3908651,81.6
2008-11-26,79.52,81.79,78.61,81.67,8240531,81.67
2008-11-25,81.37,82.4,78.22,80.65,12519638,80.65
2008-11-24,75.74,82.09,75.0,79.89,15023725,79.89
2008-11-21,72.74,76.98,69.5,74.88,19804617,74.88
2008-11-20,75.0,78.39,70.51,71.74,17634937,71.74
2008-11-19,79.93,81.0,75.73,75.97,12606807,75.97
2008-11-18,79.13,80.93,77.0,80.08,13051229,80.08
2008-11-17,79.4,79.74,77.16,77.48,10324195,77.48
2008-11-14,82.63,85.4,79.5,80.33,12025365,80.33
2008-11-13,79.62,84.39,75.4,84.21,15105250,84.21
2008-11-12,80.73,82.4,79.57,79.74,11369331,79.74
2008-11-11,83.24,84.29,80.25,82.74,10018762,82.74
2008-11-10,87.99,88.1,82.74,83.87,9849063,83.87
2008-11-07,85.78,86.71,84.25,86.27,7927824,86.27
2008-11-06,87.68,88.83,84.28,85.15,12525214,85.15
2008-11-05,92.93,93.4,89.7,89.94,8708265,89.94
2008-11-04,94.76,94.76,92.07,93.4,10174199,93.4
2008-11-03,92.64,94.67,92.17,92.68,7686252,92.68
2008-10-31,90.9,94.19,89.03,92.97,10506533,92.97
2008-10-30,91.01,92.4,88.9,90.69,12034769,90.69
2008-10-29,87.74,91.0,86.25,88.2,12694212,88.2
2008-10-28,81.4,87.61,79.52,87.28,14197146,87.28
2008-10-27,80.27,84.5,79.01,79.66,11111740,79.66
2008-10-24,79.27,84.31,78.82,82.07,12288091,82.07
2008-10-23,84.09,85.89,81.0,84.35,12357997,84.35
2008-10-22,87.0,87.59,80.8,83.6,14202220,83.6
2008-10-21,92.22,92.46,88.57,88.86,9719965,88.86
2008-10-20,92.21,93.31,89.33,92.51,9747552,92.51
2008-10-17,91.75,95.91,87.71,90.78,15231901,90.78
2008-10-16,89.38,92.0,84.35,91.52,16274014,91.52
2008-10-15,92.77,95.29,87.71,88.29,11335516,88.29
2008-10-14,96.42,99.0,92.0,93.6,15117119,93.6
2008-10-13,90.44,93.61,86.95,92.21,17107990,92.21
2008-10-10,87.41,91.66,83.51,87.75,24640094,87.75
2008-10-09,95.29,95.31,88.23,89.0,21294775,89.0
2008-10-08,91.51,97.48,89.98,90.55,18035305,90.55
2008-10-07,101.5,102.62,94.24,95.65,11416625,95.65
2008-10-06,101.21,103.0,96.6,100.62,11521451,100.62
2008-10-03,105.16,110.95,103.03,103.44,9638051,103.44
2008-10-02,108.48,109.97,103.04,104.74,11458508,104.74
2008-10-01,115.51,116.8,107.75,110.13,13137706,110.13
2008-09-30,115.83,116.96,111.81,116.96,18992121,116.96
2008-09-29,117.44,118.43,109.95,114.46,9586679,114.46
2008-09-26,117.21,121.01,117.01,119.42,4760683,119.42
2008-09-25,117.75,121.99,116.12,120.11,6540753,120.11
2008-09-24,116.93,118.17,114.26,116.46,6574097,116.46
2008-09-23,116.21,118.17,114.14,115.36,8013445,115.36
2008-09-22,118.45,120.14,116.02,116.21,8844283,116.21
2008-09-19,119.59,124.0,117.5,118.85,14436424,118.85
2008-09-18,112.91,118.59,111.04,115.12,16038212,115.12
2008-09-17,114.79,115.5,110.61,111.47,12297971,111.47
2008-09-16,113.73,117.64,113.32,116.05,13671173,116.05
2008-09-15,115.36,118.41,115.19,115.19,9952555,115.19
2008-09-12,118.66,119.28,116.82,118.97,6635267,118.97
2008-09-11,116.6,119.37,116.11,119.2,9737314,119.2
2008-09-10,116.4,119.95,116.1,118.04,11854267,118.04
2008-09-09,117.78,118.1,115.0,115.04,8106710,115.04
2008-09-08,118.0,118.28,115.14,117.29,10454241,117.29
2008-09-05,114.15,115.09,113.17,114.33,8813693,114.33
2008-09-04,117.99,118.9,114.9,115.0,10134093,115.0
2008-09-03,118.34,118.65,115.15,118.34,11317003,118.34
2008-09-02,122.87,124.0,117.9,118.41,11764494,118.41
2008-08-29,123.71,123.99,121.63,121.73,7156221,121.73
2008-08-28,124.06,125.45,123.58,124.58,5448139,124.58
2008-08-27,122.42,124.85,122.18,123.38,5845404,123.38
2008-08-26,122.58,122.85,121.5,122.5,6218163,122.5
2008-08-25,124.48,124.93,122.7,122.86,5827382,122.86
2008-08-22,123.3,125.35,122.8,124.93,5989190,124.93
2008-08-21,121.58,123.43,121.55,122.99,6314975,122.99
2008-08-20,123.5,123.97,122.01,122.51,6871751,122.51
2008-08-19,123.63,124.79,122.01,122.56,9313594,122.56
2008-08-18,126.49,127.0,123.68,124.59,5969928,124.59
2008-08-15,127.07,127.19,125.35,126.36,5566474,126.36
2008-08-14,125.01,128.25,124.8,126.94,6813232,126.94
2008-08-13,125.0,126.99,124.75,125.8,5857792,125.8
2008-08-12,126.01,126.5,124.4,125.22,7000919,125.22
2008-08-11,128.43,128.43,125.75,126.6,7490435,126.6
2008-08-08,128.5,129.88,127.63,128.81,8561734,128.81
2008-08-07,128.3,129.97,127.9,129.05,6633491,129.05
2008-08-06,128.45,129.5,127.75,129.16,6254097,129.16
2008-08-05,128.2,128.9,127.08,128.87,6969898,128.87
2008-08-04,126.77,128.1,126.25,127.56,5994860,127.56
2008-08-01,128.52,129.3,126.28,126.64,4939828,126.64
2008-07-31,128.1,129.5,127.74,127.98,5857259,127.98
2008-07-30,128.12,129.0,127.09,128.86,5826411,128.86
2008-07-29,126.54,128.17,126.25,127.66,5980858,127.66
2008-07-28,127.69,128.44,126.13,126.25,6096738,126.25
2008-07-25,129.0,129.9,128.0,128.53,7565625,128.53
2008-07-24,129.06,130.93,128.8,130.0,8946618,130.0
2008-07-23,129.78,130.33,128.29,129.52,10230584,129.52
2008-07-22,127.5,130.0,127.26,130.0,11428578,130.0
2008-07-21,129.83,129.9,127.64,128.66,7780118,128.66
2008-07-18,125.81,130.0,125.42,129.89,18317944,129.89
2008-07-17,126.39,126.96,124.0,126.52,12304108,126.52
2008-07-16,122.81,126.89,122.25,125.94,9899553,125.94
2008-07-15,121.0,124.5,119.9,123.2,10713953,123.2
2008-07-14,123.51,124.25,121.24,121.54,8317305,121.54
2008-07-11,121.8,123.74,120.57,122.12,8843936,122.12
2008-07-10,120.66,123.54,120.66,123.18,10053506,123.18
2008-07-09,124.21,124.5,120.4,120.4,9506613,120.4
2008-07-08,120.55,123.99,120.55,123.88,9813737,123.88
2008-07-07,119.62,122.64,119.62,121.5,9131139,121.5
2008-07-03,119.95,120.78,117.89,119.54,6117601,119.54
2008-07-02,118.41,120.55,118.12,119.1,8094084,119.1
2008-07-01,117.5,119.36,116.6,119.27,10070580,119.27
2008-06-30,120.03,120.22,118.15,118.53,8444030,118.53
2008-06-27,121.02,122.05,118.26,120.05,11660356,120.05
2008-06-26,123.43,123.82,120.76,121.13,9710506,121.13
2008-06-25,123.67,125.83,123.2,124.58,7134982,124.58
2008-06-24,123.08,124.25,121.9,123.46,7553093,123.46
2008-06-23,123.0,124.5,122.4,123.46,5862919,123.46
2008-06-20,124.81,125.02,122.5,122.74,9624839,122.74
2008-06-19,123.67,125.62,122.36,125.02,7570333,125.02
2008-06-18,124.55,125.43,123.7,124.16,6614626,124.16
2008-06-17,127.1,127.1,124.62,125.1,5278080,125.1
2008-06-16,125.46,127.14,124.65,126.71,6280951,126.71
2008-06-13,124.42,126.57,124.15,126.15,6379729,126.15
2008-06-12,123.85,125.09,123.13,123.85,6748543,123.85
2008-06-11,125.9,125.9,122.86,123.25,7207672,123.25
2008-06-10,124.88,126.72,124.63,125.94,5384115,125.94
2008-06-09,125.38,126.18,124.06,125.86,5584925,125.86
2008-06-06,127.77,128.14,124.74,124.94,7886166,124.94
2008-06-05,127.41,129.04,127.2,128.47,6153767,128.47
2008-06-04,127.87,128.5,126.45,127.55,6432440,127.55
2008-06-03,127.47,129.0,127.46,127.84,7238549,127.84
2008-06-02,128.49,129.37,126.7,127.36,7599265,127.36
2008-05-30,129.22,129.99,128.8,129.43,8652886,129.43
2008-05-29,128.76,129.99,128.66,129.71,7561600,129.71
2008-05-28,127.5,129.54,126.99,129.54,9875570,129.54
2008-05-27,124.01,127.38,124.0,127.32,6989563,127.32
2008-05-23,124.35,124.91,123.77,124.2,4701489,124.2
2008-05-22,123.55,125.35,123.55,124.7,5031339,124.7
2008-05-21,125.05,126.4,123.02,123.62,8334760,123.62
2008-05-20,126.05,126.05,124.45,125.18,7017688,125.18
2008-05-19,127.68,128.21,126.05,126.49,6385449,126.49
2008-05-16,128.46,128.48,126.8,127.82,6372012,127.82
2008-05-15,127.33,128.68,126.9,128.46,7227965,128.46
2008-05-14,126.52,128.83,126.2,127.52,8889067,127.52
2008-05-13,125.12,126.7,125.03,126.58,9693364,126.58
2008-05-12,123.82,125.99,123.56,125.24,8670419,125.24
2008-05-09,124.37,124.65,123.63,124.06,5502095,124.06
2008-05-08,124.2,125.17,123.7,124.92,9793931,124.92
2008-05-07,122.78,124.98,122.41,124.14,11406753,124.14
2008-05-06,121.5,123.34,120.78,122.82,5910368,122.82
2008-05-05,122.29,123.25,121.74,122.03,6360332,122.03
2008-05-02,123.3,124.0,121.76,123.18,6916601,123.18
2008-05-01,121.06,124.43,121.06,123.61,8230753,123.61
2008-04-30,123.34,123.5,120.5,120.7,8130102,120.7
2008-04-29,122.04,123.2,122.04,122.85,7226458,122.85
2008-04-28,122.61,123.05,121.64,121.69,5608477,121.69
2008-04-25,124.5,124.5,122.06,123.08,6316517,123.08
2008-04-24,123.38,124.9,122.73,124.19,5996805,124.19
2008-04-23,123.69,124.78,122.64,123.6,7593274,123.6
2008-04-22,123.87,124.35,123.01,123.67,5417499,123.67
2008-04-21,123.62,124.51,122.05,124.35,6953989,124.35
2008-04-18,123.92,125.0,123.15,124.4,12492853,124.4
2008-04-17,122.39,123.72,120.7,123.08,19002761,123.08
2008-04-16,118.15,120.47,117.17,120.47,19317687,120.47
2008-04-15,117.1,117.67,115.54,117.17,8643796,117.17
2008-04-14,116.2,117.94,115.95,117.28,7750847,117.28
2008-04-11,117.31,117.8,115.51,116.0,9561275,116.0
2008-04-10,116.93,119.22,116.88,118.78,9149394,118.78
2008-04-09,116.5,117.72,115.72,116.77,6819018,116.77
2008-04-08,115.72,116.88,115.28,116.27,7283457,116.27
2008-04-07,116.37,117.37,115.82,116.31,6181189,116.31
2008-04-04,116.05,116.58,114.6,115.76,5733145,115.76
2008-04-03,114.35,116.82,113.86,116.02,7052875,116.02
2008-04-02,116.84,116.88,113.98,114.81,8044183,114.81
2008-04-01,115.2,118.37,114.97,116.49,11877038,116.49
2008-03-31,114.15,115.87,113.34,115.14,9714674,115.14
2008-03-28,115.86,116.75,114.21,114.57,6600901,114.57
2008-03-27,116.02,116.2,114.51,115.52,8437345,115.52
2008-03-26,117.59,117.97,114.96,116.91,9617148,116.91
2008-03-25,119.1,119.1,117.15,117.97,8443863,117.97
2008-03-24,118.57,119.79,118.13,119.06,8398344,119.06
2008-03-20,117.09,118.48,116.65,118.33,11417866,118.33
2008-03-19,118.29,118.5,116.65,116.94,9314339,116.94
2008-03-18,116.6,118.43,113.81,118.41,9967661,118.41
2008-03-17,113.0,117.04,113.0,115.55,9281092,115.55
2008-03-14,116.07,116.52,112.69,115.23,9734628,115.23
2008-03-13,115.69,116.78,113.64,115.91,9548828,115.91
2008-03-12,116.44,118.0,115.11,117.07,9083711,117.07
2008-03-11,115.8,116.56,114.04,116.49,10992406,116.49
2008-03-10,113.12,115.99,113.12,114.01,9895785,114.01
2008-03-07,111.85,114.75,111.8,113.94,8124883,113.94
2008-03-06,115.06,115.15,112.25,112.52,8018329,112.52
2008-03-05,116.41,116.41,114.25,115.39,8434891,115.39
2008-03-04,113.4,115.72,112.75,115.71,8593688,115.71
2008-03-03,113.86,114.81,113.48,114.23,6335786,114.23
2008-02-29,114.04,115.14,113.35,113.86,8475527,113.86
2008-02-28,115.6,115.9,114.56,115.24,7227169,115.24
2008-02-27,113.84,116.63,112.91,116.46,11855097,116.46
2008-02-26,109.52,114.99,109.05,114.38,18651706,114.38
2008-02-25,107.43,110.32,107.43,110.08,8158154,110.08
2008-02-22,107.14,108.48,105.71,108.07,7917196,108.07
2008-02-21,108.1,109.6,106.43,106.93,8328127,106.93
2008-02-20,105.43,108.21,104.53,107.85,7672837,107.85
2008-02-19,106.94,107.62,104.64,105.0,7377013,105.0
2008-02-15,105.27,106.25,105.0,106.16,6235628,106.16
2008-02-14,107.94,108.5,105.5,106.13,7340533,106.13
2008-02-13,107.13,108.93,106.8,108.42,6608578,108.42
2008-02-12,105.16,107.33,104.7,106.53,7650154,106.53
2008-02-11,103.05,105.55,102.87,105.14,6098285,105.14
2008-02-08,102.19,103.67,102.07,103.27,6085594,103.27
2008-02-07,102.89,104.0,100.6,102.34,11255881,102.34
2008-02-06,105.05,106.49,103.58,103.59,8270491,103.59
2008-02-05,107.06,108.05,104.68,105.02,9048942,105.02
2008-02-04,108.67,109.0,106.46,107.93,5985430,107.93
2008-02-01,107.16,109.4,105.86,109.08,8047060,109.08
2008-01-31,104.21,107.97,103.7,107.11,9057402,107.11
2008-01-30,105.85,107.65,104.86,105.65,7432496,105.65
2008-01-29,105.5,106.8,104.6,106.1,6616236,106.1
2008-01-28,104.44,105.77,103.83,104.98,7858457,104.98
2008-01-25,107.79,107.79,104.1,104.52,10102004,104.52
2008-01-24,106.38,107.51,104.68,106.91,13026801,106.91
2008-01-23,99.63,106.34,98.5,106.1,19588039,106.1
2008-01-22,98.55,103.09,98.55,101.22,15133331,101.22
2008-01-18,106.72,106.72,102.5,103.4,23871652,103.4
2008-01-17,102.0,103.45,100.05,101.1,11649716,101.1
2008-01-16,100.14,102.86,100.14,101.63,13031715,101.63
2008-01-15,102.03,104.64,101.23,101.83,11636336,101.83
2008-01-14,105.01,105.59,101.33,102.93,18009609,102.93
2008-01-11,99.2,99.46,97.04,97.67,8959860,97.67
2008-01-10,97.39,100.86,97.15,99.92,10634722,99.92
2008-01-09,97.76,99.15,97.16,98.31,10922994,98.31
2008-01-08,100.05,100.38,97.17,97.59,9434330,97.59
2008-01-07,100.25,101.0,99.03,100.05,12650525,100.05
2008-01-04,103.95,103.95,100.48,101.13,11034849,101.13
2008-01-03,104.83,105.57,103.98,104.9,7529206,104.9
2008-01-02,108.99,108.99,104.17,104.69,9503410,104.69
2007-12-31,109.51,110.0,107.26,108.1,5732866,108.1
2007-12-28,110.76,110.76,109.11,110.09,5834434,110.09
2007-12-27,110.53,111.3,109.49,109.6,4514761,109.6
